TableName;ApproxRowCount;ColumnCount
---------;--------------;-----------
T_BestellMengenGrenzen;0;11
T_Bestellpositionen;2507;29
T_BestellPositionenBewertungen;0;11
T_Bestellung;0;23
T_Bestellungen;2549;21
T_BestellungenJournal;2550;8
T_Bestellvorschlaege;0;26
T_BlockingOrders;0;20
T_BlockingOrders_Positions;0;15
T_BlockingOrdersAdditionalDefects;0;8
T_EAIJournalBestellPosition;2929;56
T_RahmenBestellung;0;17
T_RahmenBestellungPosition;0;20
T_ReworkOrders;0;8

(14 rows affected)
TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;NUMERIC_PRECISION;NUMERIC_SCALE;IS_NULLABLE;COLUMN_DEFAULT
syncobj_0x3338464535344242;bpos_material3_id;int
syncobj_0x3338464535344242;bpos_material3_lief_id;int
syncobj_0x3338464535344242;bpos_material4_id;int
syncobj_0x3338464535344242;bpos_material4_lief_id;int
syncobj_0x3338464535344242;bpos_material5_id;int
syncobj_0x3338464535344242;bpos_material5_lief_id;int
syncobj_0x3338464535344242;bpos_material6_id;int
syncobj_0x3338464535344242;bpos_material6_lief_id;int
syncobj_0x3338464535344242;bpos_farbe1_id;int
syncobj_0x3338464535344242;bpos_farbe1_lief_id;int
syncobj_0x3338464535344242;bpos_farbe2_id;int
syncobj_0x3338464535344242;bpos_farbe2_lief_id;int
syncobj_0x3338464535344242;bpos_farbe3_id;int
syncobj_0x3338464535344242;bpos_farbe3_lief_id;int
syncobj_0x3338464535344242;bpos_karton_flasch;int
syncobj_0x3338464535344242;bpos_karton_umlauf;int
syncobj_0x3338464535344242;bpos_karton_id;int
syncobj_0x3338464535344242;bpos_polysack_id;int
syncobj_0x3338464535344242;bpos_palette_zlagen;int
syncobj_0x3338464535344242;bpos_zlage_id;int
syncobj_0x3338464535344242;bpos_palette_umlauf;int
syncobj_0x3338464535344242;bpos_palette_id;int
syncobj_0x3338464535344242;bpos_anzkarton_palette;int
syncobj_0x3338464535344242;bpos_stretch_id;int
syncobj_0x3338464535344242;bpos_lkw_kartons;int
syncobj_0x3338464535344242;bpos_id;int
syncobj_0x3338464535344242;bpos_material_einsatz;int
syncobj_0x3338464535344242;bpos_umsatz_aufbringung;int
syncobj_0x3338464535344242;IDemisPositionen;int
syncobj_0x3338464535344242;bpos_rundfahrtHaeufigkeit;int
syncobj_0x3341343631303939;IdBestellPositionenBewertung;int
syncobj_0x3341343631303939;IdBestellPosition;int
syncobj_0x3342323744374238;IdHistoryEKImport;int
syncobj_0x3342324132414230;IdHMT_eReporting;int
syncobj_0x3342454641334441;IdProdBereich_eReporting;int
syncobj_0x3344454644323631;IdProdbereich_eReporting;int
syncobj_0x3430334246354537;ProductionReport_ProductionReportId;int
syncobj_0x3432424636314544;IdRahmenBestellungPosition;int
syncobj_0x3432424636314544;IdRahmenBestellung;int
syncobj_0x3436353031323034;Reporting;int
syncobj_0x3436353031323034;ProduktionsDatenImportQuelle;int
syncobj_0x3441414345333633;AxExportiert;int
syncobj_0x3445454443413644;IdMaschinenTyp_eReporting;int
syncobj_0x3446384337463145;IdAuftragsPosition;int
syncobj_0x3530314242364345;ProduktionsDatenImportQuelle;int
syncobj_0x3531313839343041;IdVpkPos;int
syncobj_0x3531313839343041;AltePos;int
syncobj_0x3531313839343041;IdVpkPosBasis;int
syncobj_0x3531313839343041;AnzahlAVProPos;int
syncobj_0x3531313839343041;AVPos;int
syncobj_0x3532393130433842;IdAuftragsPosition;int
syncobj_0x3532393130433842;PositionsStatus;int
syncobj_0x3532393130433842;Importiert;int
syncobj_0x3532393130433842;EdiImportStatus;int
syncobj_0x3532393130433842;EdiImportPlausi;int
syncobj_0x3532393130433842;EdiImportPlausiKategorie;int
syncobj_0x3536343237414638;ReportAuthorizationId;int
syncobj_0x3536343237414638;ReportId;int
syncobj_0x3537353045323843;IdPos;int
syncobj_0x3538413336433345;IdAuftragsPosition;int
syncobj_0x3541374435444131;IdAuftragsPosition;int
syncobj_0x3544424636433146;IdLieferscheinPosition;int
syncobj_0x3544424636433146;IdAuftragsBestPosition;int
syncobj_0x3544424636433146;IdSpedAnfragePos;int
syncobj_0x3544424636433146;IdLieferPlanPos;int
syncobj_0x3545384634354439;IdJournalLieferPosition;int
syncobj_0x3545384634354439;IdJournalPosition;int
syncobj_0x3545384634354439;IdJournalWarenPosition;int
syncobj_0x3545423542333138;IdBlockingOrderAdditionalDefect;int
syncobj_0x3545423542333138;IdBlockingOrder;int
syncobj_0x3546423537464142;IdProduktionsPosition;int
syncobj_0x3546423537464142;PositionsTyp;int
syncobj_0x3632393843394434;IdLagerPosition;int
syncobj_0x3632393843394434;PositionsTyp;int
syncobj_0x3633393736334242;IdComplaintPosition;int
syncobj_0x3634334237463446;eReporting_IdWerk;int
syncobj_0x3635394142434538;IdJournalPosition;int
syncobj_0x3635394142434538;IdBasisJournalPosition;int
syncobj_0x3635394142434538;PositionNr;int
syncobj_0x3635394142434538;IdJournalBestellPosition;int
syncobj_0x3635394142434538;IdBestellung;int
syncobj_0x3635394142434538;IdAuftragsPosition;int
syncobj_0x3635394142434538;IdBestellungPosition;int
syncobj_0x3635394142434538;IdAuftragsBestPosition;int
syncobj_0x3635394142434538;IdLieferscheinPosition;int
syncobj_0x3635394142434538;IdRechnungsPosition;int
syncobj_0x3635394142434538;IdGutschriftPosition;int
syncobj_0x3635394142434538;IdBestellVorschlag;int
syncobj_0x3635394142434538;IdBestellVorschlagPosition;int
syncobj_0x3635394142434538;BestellungPositionNr;int
syncobj_0x3635394142434538;AuftragsBestPositionNr;int
syncobj_0x3635394142434538;LieferscheinPositionNr;int
syncobj_0x3635394142434538;RechnungPositionNr;int
syncobj_0x3635394142434538;GutschriftPositionNr;int
syncobj_0x3635443534353944;ReportAuthorizationId;int
syncobj_0x3635443534353944;ReportId;int
syncobj_0x3637344142413741;IdExportSchnittstellen;int
syncobj_0x3638414445413242;PositionsTyp;int
syncobj_0x3641304537463130;PositionsTyp;int
syncobj_0x3641314642433138;IdInventurPosition;int
syncobj_0x3641363145453044;PositionsTyp;int
syncobj_0x3641443037373736;PositionNr;int
syncobj_0x3641443037373736;IdJournalPosition;int
syncobj_0x3641443037373736;IdJournalWarenPosition;int
syncobj_0x3642373939333435;IdLagerPosition;int
syncobj_0x3642373939333435;PositionsTyp;int
syncobj_0x3644384343423135;ProduktionsDatenImportQuelle;int
syncobj_0x3645414535324246;IdBlockingOrder;int
syncobj_0x3645414535324246;IdReworkOrder;int
syncobj_0x3734313144383346;PositionsTyp;int
syncobj_0x3735443339333332;ProduktionsDatenImportQuelle;int
syncobj_0x3736323738334645;IdLieferscheinPosition;int
syncobj_0x3736323738334645;IdJournalPosition;int
syncobj_0x3737333442424335;IdLieferPosition;int
syncobj_0x3737333442424335;PositionsTyp;int
syncobj_0x3744363943393438;Importiert;int
syncobj_0x3744363943393438;EdiImportStatus;int
syncobj_0x3744363943393438;EdiImportPlausiKategorie;int
syncobj_0x3744363943393438;EdiImportPlausi;int
syncobj_0x3745414637324537;IdLieferscheinPosition;int
syncobj_0x3745414637324537;IdJournalPosition;int
syncobj_0x3830383732363734;IdEDIPositionDetail;int
syncobj_0x3830383732363734;IdEDIDokumentPosition;int
syncobj_0x3830423441374541;IdRahmenBestellungPosition;int
syncobj_0x3830423441374541;IdRahmenBestellung;int
syncobj_0x3830443145314637;IdProduktionsPosition;int
syncobj_0x3830443145314637;PositionsTyp;int
syncobj_0x3839344430343033;IdEDIDokumentPosition;int
syncobj_0x3839344430343033;PositionStatus;int
syncobj_0x3841343830343141;IdAuftragsPosition;int
syncobj_0x3842323939413731;IdAuftragsPosition;int
syncobj_0x3842373233383843;IdBestellung;int
syncobj_0x3842384531423943;ImportNummer;int
syncobj_0x3842384531423943;IdEDIDokumentPosition;int
syncobj_0x3842384531423943;EdiImportStatus;int
syncobj_0x3842384531423943;EdiImportPlausiKategorie;int
syncobj_0x3842384531423943;EdiImportPlausi;int
syncobj_0x3842384531423943;EdiImportAkzeptanz;int
syncobj_0x3842414339303836;IdJournalPosition;int
syncobj_0x3842414339303836;IdJournalWarenPosition;int
syncobj_0x3842414339303836;IdJournalBestellPosition;int
syncobj_0x3842414339303836;IdBestellPosition;int
syncobj_0x3842414339303836;IdBestellung;int
syncobj_0x3842414339303836;BestellPositionStatus;int
syncobj_0x3842443443333937;IdLieferscheinPosition;int
syncobj_0x3842443443333937;IdAuftragsBestPosition;int
syncobj_0x3842443443333937;IdSpedAnfragePos;int
syncobj_0x3842443443333937;IdLieferPlanPos;int
syncobj_0x3844443237443035;Importiert;int
syncobj_0x3844443237443035;EdiImportStatus;int
syncobj_0x3844443237443035;EdiImportPlausiKategorie;int
syncobj_0x3844443237443035;EdiImportPlausi;int
syncobj_0x3845323938433237;IdReworkOrder;int
syncobj_0x3845323938433237;IdBlockingOrder;int
syncobj_0x3845414541443635;IdAuftragsPosition;int
syncobj_0x3845414541443635;PositionsStatus;int
syncobj_0x3845414541443635;Importiert;int
syncobj_0x3845414541443635;EdiImportStatus;int
syncobj_0x3845414541443635;EdiImportPlausi;int
syncobj_0x3845414541443635;EdiImportPlausiKategorie;int
syncobj_0x3846394341353746;bpos_kunde_id;int
syncobj_0x3846394341353746;bpos_artikel_id;int
syncobj_0x3846394341353746;bpos_skonto_tage;int
syncobj_0x3846394341353746;bpos_netto_tage;int
syncobj_0x3846394341353746;bpos_formfaktor;int
syncobj_0x3846394341353746;bpos_IDwerkzeug;int
syncobj_0x3846394341353746;bpos_blaskopf_id;int
syncobj_0x3846394341353746;bpos_maschtypbudget_id;int
syncobj_0x3846394341353746;bpos_stich;int
syncobj_0x3846394341353746;bpos_menge_jahr;int
syncobj_0x3846394341353746;bpos_material1_id;int
syncobj_0x3846394341353746;bpos_material1_lief_id;int
syncobj_0x3846394341353746;bpos_material2_id;int
syncobj_0x3846394341353746;bpos_material2_lief_id;int
syncobj_0x3846394341353746;bpos_material3_id;int
syncobj_0x3846394341353746;bpos_material3_lief_id;int
syncobj_0x3846394341353746;bpos_material4_id;int
syncobj_0x3846394341353746;bpos_material4_lief_id;int
syncobj_0x3846394341353746;bpos_material5_id;int
syncobj_0x3846394341353746;bpos_material5_lief_id;int
syncobj_0x3846394341353746;bpos_material6_id;int
syncobj_0x3846394341353746;bpos_material6_lief_id;int
syncobj_0x3846394341353746;bpos_farbe1_id;int
syncobj_0x3846394341353746;bpos_farbe1_lief_id;int
syncobj_0x3846394341353746;bpos_farbe2_id;int
syncobj_0x3846394341353746;bpos_farbe2_lief_id;int
syncobj_0x3846394341353746;bpos_farbe3_id;int
syncobj_0x3846394341353746;bpos_farbe3_lief_id;int
syncobj_0x3846394341353746;bpos_karton_flasch;int
syncobj_0x3846394341353746;bpos_karton_umlauf;int
syncobj_0x3846394341353746;bpos_karton_id;int
syncobj_0x3846394341353746;bpos_polysack_id;int
syncobj_0x3846394341353746;bpos_palette_zlagen;int
syncobj_0x3846394341353746;bpos_zlage_id;int
syncobj_0x3846394341353746;bpos_palette_umlauf;int
syncobj_0x3846394341353746;bpos_palette_id;int
syncobj_0x3846394341353746;bpos_anzkarton_palette;int
syncobj_0x3846394341353746;bpos_stretch_id;int
syncobj_0x3846394341353746;bpos_lkw_kartons;int
syncobj_0x3846394341353746;bpos_id;int
syncobj_0x3846394341353746;bpos_material_einsatz;int
syncobj_0x3846394341353746;bpos_umsatz_aufbringung;int
syncobj_0x3846394341353746;IDemisPositionen;int
syncobj_0x3846394341353746;bpos_rundfahrtHaeufigkeit;int
syncobj_0x3932413130324137;IdCoexPos;int
syncobj_0x3933453941333145;ImportQuelle;int
syncobj_0x3934373438413039;IdAppOcpDrucker;int
syncobj_0x3937433534364635;IdBestellung;int
syncobj_0x3937433534364635;Bestellt;int
syncobj_0x3937433534364635;IdRahmenBestellungPosition;int
syncobj_0x3938383834344146;IdProdBereich_eReporting;int
syncobj_0x3938463741303532;IdHistoryVKImport;int
syncobj_0x3941393236303030;MaxPositionen;int
syncobj_0x3941434541434544;IdJournalPosition;int
syncobj_0x3941434541434544;IdJournalWarenPosition;int
syncobj_0x3941434541434544;IdLieferscheinPosition;int
syncobj_0x3941434541434544;IdEDIDokumentPosition;int
syncobj_0x3941453333323336;IdAppOcpLogPrinted;int
syncobj_0x3941453333323336;AlplaLABEL_Port;int
syncobj_0x3945444345383738;IdLieferPosition;int
syncobj_0x3945444345383738;PositionsTyp;int
syncobj_0x3946383434323232;TransportDauer;int
syncobj_0x4132393243314439;IdEAIFakturaPosition;int
syncobj_0x4132393243314439;ExportStatus;int
syncobj_0x4132393243314439;ExportTransaktion;int
syncobj_0x4132393243314439;IdLieferscheinPosition;int
syncobj_0x4132393243314439;LieferscheinPosition;int
syncobj_0x4133314631433830;ReportId;int
syncobj_0x4133323441444232;IdProdBereich_eReporting;int
syncobj_0x4133443546424433;IdTransportTyp;int
syncobj_0x4133443546424433;IdGlobalTransportTyp;int
syncobj_0x4134303243423833;IdHMT_eReporting;int
syncobj_0x4137443430384241;IdEntladePosition;int
syncobj_0x4139373041413744;IdBlockingOrder;int
syncobj_0x4139373041413744;BlockingOrderState;int
syncobj_0x4139453244303436;IdReworkOrder;int
syncobj_0x4139453244303436;IdBlockingOrder;int
syncobj_0x4139464236383746;IdHmt_eReporting;int
syncobj_0x4142434443324638;IdAuftragsKomponenten;int
syncobj_0x4142434443324638;IdAuftragsPosition;int
syncobj_0x4144364536383234;IdMaschinenTyp_eReporting;int
syncobj_0x4144384341343432;eReporting_IdWerk;int
syncobj_0x4145393530314536;IdHistoryTransportkosten;int
syncobj_0x4145443434374541;IdLadePosition;int
syncobj_0x4230453745343338;IdExportSchnittstellen;int
syncobj_0x4231434142393539;IdMaschinenTyp_eReporting;int
syncobj_0x4232323144333143;ImportNummer;int
syncobj_0x4232323144333143;IdEDIDokumentPosition;int
syncobj_0x4232363134373144;IdLadePosition;int
syncobj_0x4232393632313043;IdJournalLieferPosition;int
syncobj_0x4232393632313043;IdJournalPosition;int
syncobj_0x4232393632313043;IdJournalWarenPosition;int
syncobj_0x4232433531343234;Reporting;int
syncobj_0x4232433531343234;ProduktionsDatenImportQuelle;int
syncobj_0x4233353246424145;IdPolysack;int
syncobj_0x4235433332303333;IdBlockingOrderAdditionalDefect;int
syncobj_0x4235433332303333;IdBlockingOrder;int
syncobj_0x4236304541414641;IdPolysack;int
syncobj_0x4239374135324443;IdBlockingOrder;int
syncobj_0x4239374135324443;IdReworkOrder;int
syncobj_0x4241433737383744;TransportDauer;int
syncobj_0x4242323630453637;IdBlockingOrder;int
syncobj_0x4242323630453637;IdReworkOrder;int
syncobj_0x4245434537433634;IdJournalTextPosition;int
syncobj_0x4245434537433634;IdJournalPosition;int
syncobj_0x4245434537433634;PositionNr;int
syncobj_0x4245444439363146;IdMaschinenTyp_eReporting;int
syncobj_0x4334323246423334;IdBestellvorschlag;int
syncobj_0x4334323246423334;IdBestellung;int
syncobj_0x4334323246423334;Bestellt;int
syncobj_0x4334323246423334;IdRahmenbestellungPosition;int
syncobj_0x4334423541303934;IdLieferantenReklamationsPosition;int
syncobj_0x4334423541303934;PositionsStatus;int
syncobj_0x4338304339304138;IdBestellungJournal;int
syncobj_0x4338304339304138;IdBestellung;int
syncobj_0x4338393645343642;IdBestellMengenGrenzen;int
syncobj_0x4339463545453437;TransportSchein;int
syncobj_0x4430463142304143;ImportNummer;int
syncobj_0x4430463142304143;IdEDIDokumentPosition;int
syncobj_0x4433323446363335;IdEAIFakturaPosition;int
syncobj_0x4433323446363335;ExportStatus;int
syncobj_0x4433323446363335;ExportTransaktion;int
syncobj_0x4433323446363335;IdLieferscheinPosition;int
syncobj_0x4433323446363335;LieferscheinPosition;int
syncobj_0x4435374539353130;IdProdbereich_eReporting;int
syncobj_0x4435414530454245;IdPos;int
syncobj_0x4436313335414234;PositionsTyp;int
syncobj_0x4436313335414234;IdBlockingOrder;int
syncobj_0x4436313335414234;IdReworkOrder;int
syncobj_0x4437314434464631;eReporting_IdWerk;int
syncobj_0x4437314434464631;IdBestellVorschlag;int
syncobj_0x4437314434464631;BestellVorschlagRevision;int
syncobj_0x4438313345333438;IdAuftragsPosition;int
syncobj_0x4438313345333438;IdEDIDokumentPosition;int
syncobj_0x4438313345333438;Importiert;int
syncobj_0x4438313345333438;EdiImportStatus;int
syncobj_0x4438313345333438;EdiImportPlausiKategorie;int
syncobj_0x4438313345333438;EdiImportPlausi;int
syncobj_0x4441444639364341;IdComplaintPosition;int
syncobj_0x4444303638333931;IdHistoryEKImport;int
syncobj_0x4445383041314546;Port;int
syncobj_0x4445383041314546;LabelInstanz_Port;int
syncobj_0x4446443846454339;ProduktionsDatenImportQuelle;int
syncobj_0x4530413532423730;IdEDIDokumentPosition;int
syncobj_0x4530413532423730;PositionStatus;int
syncobj_0x4532314339434539;IdVpkPos;int
syncobj_0x4532314339434539;AltePos;int
syncobj_0x4532314339434539;IdVpkPosBasis;int
syncobj_0x4532314339434539;AnzahlAVProPos;int
syncobj_0x4532314339434539;AVPos;int
syncobj_0x4532453231444130;IdEAIFakturaPosition;int
syncobj_0x4533424635353739;IdBlockingOrder;int
syncobj_0x4533424635353739;BlockingOrderState;int
syncobj_0x4536444431323432;IdJournalLeistungsPosition;int
syncobj_0x4536444431323432;IdJournalPosition;int
syncobj_0x4536444431323432;PositionNr;int
syncobj_0x4536444431323432;IdBezugsJournalWarenPosition;int
syncobj_0x4538314344354344;CompoundId;int
syncobj_0x4538333141393946;IdEDIDokumentPosition;int
syncobj_0x4538383546434230;IdBlockingOrdersPosition;int
syncobj_0x4538383546434230;IdBlockingOrder;int
syncobj_0x4538383546434230;IdLagerPosition;int
syncobj_0x4538383546434230;IdReworkOrder;int
syncobj_0x4538383546434230;IdProduktionsPosition;int
syncobj_0x4538394344333932;IdAuftragsKomponenten;int
syncobj_0x4538394344333932;IdAuftragsPosition;int
syncobj_0x4538454346423433;IdKomponentenAusgabe;int
syncobj_0x4539383642353033;ProductionReport_ProductionReportId;int
syncobj_0x4543393030363035;IdCoexPos;int
syncobj_0x4544364645423145;IdWareneingangPosition;int
syncobj_0x4544374231344534;IdHistoryVKImport;int
syncobj_0x4632414433303341;IdHistoryTransportkosten;int
syncobj_0x4634344137423339;IdBestellvorschlag;int
syncobj_0x4634344137423339;IdBestellung;int
syncobj_0x4634344137423339;Bestellt;int
syncobj_0x4634344137423339;IdRahmenbestellungPosition;int
syncobj_0x4634373032363137;IdWareneingangPosition;int
syncobj_0x4636374246324545;IdJournalWarenPosition;int
syncobj_0x4636374246324545;IdJournalPosition;int
syncobj_0x4636374246324545;PositionNr;int
syncobj_0x4636374246324545;IdBezugsJournalWarenPosition;int
syncobj_0x4636374246324545;IdVpkVorschriftBestellt;int
syncobj_0x4636374246324545;IdHauptmaterialBestellt;int
syncobj_0x4636374246324545;IdProdBereich_eReporting;int
syncobj_0x4636374246324545;IdTransportEinheit;int
syncobj_0x4636374246324545;AnzahlAVProVpkBestellt;int
syncobj_0x4636374246324545;AnzahlAVProHEBestellt;int
syncobj_0x4636374246324545;IdTransportEinheitBestellt;int
syncobj_0x4636374246324545;IdHandelsEinheitBestellt;int
syncobj_0x4636374246324545;BestellMengeTE;int
syncobj_0x4636374246324545;BestellMengeHE;int
syncobj_0x4636374246324545;TransportEinheitTyp;int
syncobj_0x4636374246324545;TransportEinheitBestelltTyp;int
syncobj_0x4636374246324545;HandelsEinheitBestelltTyp;int
syncobj_0x4636423339393945;IdBestellPosition;int
syncobj_0x4636423339393945;IdBestellung;int
syncobj_0x4636423339393945;IdRahmenbestellungPosition;int
syncobj_0x4636423339393945;IdJournalBestellPosition;int
syncobj_0x4636423339393945;PositionsStatus;int
syncobj_0x4636423339393945;IdJournalPosition;int
syncobj_0x4636423339393945;IdJournalWarenPosition;int
syncobj_0x4637413331394543;TransportSchein;int
syncobj_0x4638463232334345;IdJournalWarenPosition;int
syncobj_0x4638463232334345;IdJournalPosition;int
syncobj_0x4638463232334345;PositionNr;int
syncobj_0x4638463232334345;IdBezugsJournalWarenPosition;int
syncobj_0x4638463232334345;IdVpkVorschriftBestellt;int
syncobj_0x4638463232334345;IdHauptmaterialBestellt;int
syncobj_0x4638463232334345;IdProdBereich_eReporting;int
syncobj_0x4638463232334345;IdTransportEinheit;int
syncobj_0x4638463232334345;AnzahlAVProVpkBestellt;int
syncobj_0x4638463232334345;AnzahlAVProHEBestellt;int
syncobj_0x4638463232334345;IdTransportEinheitBestellt;int
syncobj_0x4638463232334345;IdHandelsEinheitBestellt;int
syncobj_0x4638463232334345;BestellMengeTE;int
syncobj_0x4638463232334345;BestellMengeHE;int
syncobj_0x4638463232334345;TransportEinheitTyp;int
syncobj_0x4638463232334345;TransportEinheitBestelltTyp;int
syncobj_0x4638463232334345;HandelsEinheitBestelltTyp;int
syncobj_0x4639314443424143;TransportKostenDokumentiert;int
syncobj_0x4642374342383238;IdJournalTextPosition;int
syncobj_0x4642374342383238;IdJournalPosition;int
syncobj_0x4642374342383238;PositionNr;int
syncobj_0x4644423934423546;IdBestellung;int
syncobj_0x4644423934423546;Bestellt;int
syncobj_0x4644423934423546;IdRahmenBestellungPosition;int
syspublications;ftp_port;int
syspublications;conflict_policy;int
T_Abrufe;IdAuftragsPosition;int
T_AppOcpDrucker;IdAppOcpDrucker;int
T_AppOcpLogPrinted;IdAppOcpLogPrinted;int
T_AppOcpLogPrinted;AlplaLABEL_Port;int
T_ArtikelvariantenTyp;IdHMT_eReporting;int
T_Auftraege;Importiert;int
T_Auftraege;EdiImportStatus;int
T_Auftraege;EdiImportPlausiKategorie;int
T_Auftraege;EdiImportPlausi;int
T_AuftragsAbrufe;IdAuftragsPosition;int
T_AuftragsAbrufe;IdEDIDokumentPosition;int
T_AuftragsAbrufe;Importiert;int
T_AuftragsAbrufe;EdiImportStatus;int
T_AuftragsAbrufe;EdiImportPlausiKategorie;int
T_AuftragsAbrufe;EdiImportPlausi;int
T_AuftragsAbrufeHistorie;IdAuftragsPosition;int
T_AuftragsKomponenten;IdAuftragsKomponenten;int
T_AuftragsKomponenten;IdAuftragsPosition;int
T_AuftragsLeistungen;IdAuftragsPosition;int
T_AuftragsPositionen;IdAuftragsPosition;int
T_AuftragsPositionen;PositionsStatus;int
T_AuftragsPositionen;Importiert;int
T_AuftragsPositionen;EdiImportStatus;int
T_AuftragsPositionen;EdiImportPlausi;int
T_AuftragsPositionen;EdiImportPlausiKategorie;int
T_BerichtBerechtigungen;ReportAuthorizationId;int
T_BerichtBerechtigungen;ReportId;int
T_Berichte;ReportId;int
T_BestellMengenGrenzen;IdBestellMengenGrenzen;int
T_Bestellpositionen;IdBestellPosition;int
T_Bestellpositionen;IdBestellung;int
T_Bestellpositionen;IdRahmenbestellungPosition;int
T_Bestellpositionen;IdJournalBestellPosition;int
T_Bestellpositionen;PositionsStatus;int
T_Bestellpositionen;IdJournalPosition;int
T_Bestellpositionen;IdJournalWarenPosition;int
T_BestellPositionenBewertungen;IdBestellPositionenBewertung;int
T_BestellPositionenBewertungen;IdBestellPosition;int
T_Bestellung;IdBestellung;int
T_Bestellung;Bestellt;int
T_Bestellung;IdRahmenBestellungPosition;int
T_Bestellungen;IdBestellung;int
T_BestellungenJournal;IdBestellungJournal;int
T_BestellungenJournal;IdBestellung;int
T_Bestellvorschlaege;IdBestellvorschlag;int
T_Bestellvorschlaege;IdBestellung;int
T_Bestellvorschlaege;Bestellt;int
T_Bestellvorschlaege;IdRahmenbestellungPosition;int
T_BlockingOrders;IdBlockingOrder;int
T_BlockingOrders;BlockingOrderState;int
T_BlockingOrders_Positions;IdBlockingOrdersPosition;int
T_BlockingOrders_Positions;IdBlockingOrder;int
T_BlockingOrders_Positions;IdLagerPosition;int
T_BlockingOrders_Positions;IdReworkOrder;int
T_BlockingOrders_Positions;IdProduktionsPosition;int
T_BlockingOrdersAdditionalDefects;IdBlockingOrderAdditionalDefect;int
T_BlockingOrdersAdditionalDefects;IdBlockingOrder;int
T_CoexPos;IdCoexPos;int
T_ComplaintPositions;IdComplaintPosition;int
T_EAIFakturaLeistungen;IdEAIFakturaPosition;int
T_EAIFakturaPositionen;IdEAIFakturaPosition;int
T_EAIFakturaPositionen;ExportStatus;int
T_EAIFakturaPositionen;ExportTransaktion;int
T_EAIFakturaPositionen;IdLieferscheinPosition;int
T_EAIFakturaPositionen;LieferscheinPosition;int
T_EAIJournal;eReporting_IdWerk;int
T_EAIJournal;IdBestellVorschlag;int
T_EAIJournal;BestellVorschlagRevision;int
T_EAIJournalBestellPosition;IdJournalBestellPosition;int
T_EAIJournalBestellPosition;PositionNr;int
T_EAIJournalBestellPosition;IdAuftragsPosition;int
T_EAIJournalBestellPosition;IdBestellVorschlag;int
T_EAIJournalBestellPosition;IdTransportEinheit;int
T_EAIJournalBestellPosition;BestellMengeTE;int
T_EAIJournalBestellPosition;BestellMengeHE;int
T_EAIJournalBestellPosition;TransportEinheitTyp;int
T_EAIJournalEx;eReporting_IdWerk;int
T_EAIJournalLayout;IdPos;int
T_EAIJournalLeistungsPosition;IdJournalLeistungsPosition;int
T_EAIJournalLeistungsPosition;IdJournalPosition;int
T_EAIJournalLeistungsPosition;PositionNr;int
T_EAIJournalLeistungsPosition;IdBezugsJournalWarenPosition;int
T_EAIJournalLieferPosition;IdJournalLieferPosition;int
T_EAIJournalLieferPosition;IdJournalPosition;int
T_EAIJournalLieferPosition;IdJournalWarenPosition;int
T_EAIJournalPosition;IdJournalPosition;int
T_EAIJournalPosition;IdBasisJournalPosition;int
T_EAIJournalPosition;PositionNr;int
T_EAIJournalPosition;IdJournalBestellPosition;int
T_EAIJournalPosition;IdBestellung;int
T_EAIJournalPosition;IdAuftragsPosition;int
T_EAIJournalPosition;IdBestellungPosition;int
T_EAIJournalPosition;IdAuftragsBestPosition;int
T_EAIJournalPosition;IdLieferscheinPosition;int
T_EAIJournalPosition;IdRechnungsPosition;int
T_EAIJournalPosition;IdGutschriftPosition;int
T_EAIJournalPosition;IdBestellVorschlag;int
T_EAIJournalPosition;IdBestellVorschlagPosition;int
T_EAIJournalPosition;BestellungPositionNr;int
T_EAIJournalPosition;AuftragsBestPositionNr;int
T_EAIJournalPosition;LieferscheinPositionNr;int
T_EAIJournalPosition;RechnungPositionNr;int
T_EAIJournalPosition;GutschriftPositionNr;int
T_EAIJournalText;PositionNr;int
T_EAIJournalText;IdJournalPosition;int
T_EAIJournalText;IdJournalWarenPosition;int
T_EAIJournalTextPosition;IdJournalTextPosition;int
T_EAIJournalTextPosition;IdJournalPosition;int
T_EAIJournalTextPosition;PositionNr;int
T_EAIJournalWarenPosition;IdJournalWarenPosition;int
T_EAIJournalWarenPosition;IdJournalPosition;int
T_EAIJournalWarenPosition;PositionNr;int
T_EAIJournalWarenPosition;IdBezugsJournalWarenPosition;int
T_EAIJournalWarenPosition;IdVpkVorschriftBestellt;int
T_EAIJournalWarenPosition;IdHauptmaterialBestellt;int
T_EAIJournalWarenPosition;IdProdBereich_eReporting;int
T_EAIJournalWarenPosition;IdTransportEinheit;int
T_EAIJournalWarenPosition;AnzahlAVProVpkBestellt;int
T_EAIJournalWarenPosition;AnzahlAVProHEBestellt;int
T_EAIJournalWarenPosition;IdTransportEinheitBestellt;int
T_EAIJournalWarenPosition;IdHandelsEinheitBestellt;int
T_EAIJournalWarenPosition;BestellMengeTE;int
T_EAIJournalWarenPosition;BestellMengeHE;int
T_EAIJournalWarenPosition;TransportEinheitTyp;int
T_EAIJournalWarenPosition;TransportEinheitBestelltTyp;int
T_EAIJournalWarenPosition;HandelsEinheitBestelltTyp;int
T_EAIMandanten;eReporting_IdWerk;int
T_EDIDokumentPositionen;IdEDIDokumentPosition;int
T_EDIDokumentPositionen;PositionStatus;int
